,trim_id,model_id,invoice,price
1026,1606,199,42332,44560
1027,1604,199,46792,49255
1028,1610,199,41116,43280
1029,1596,199,45581,47980
1030,1613,199,47576,50080
1031,1597,199,41900,44105
1032,1601,199,46360,48800
1033,1612,199,43116,45385
1034,1614,199,54487,57355
1035,1615,199,48061,50590
1036,1587,199,48398,50945
1037,1607,199,52526,55290
1038,1608,199,46346,48785
1039,1609,199,50806,53480
1040,1603,199,43515,45805
1041,1599,199,47975,50500
1042,1592,199,42309,44535
1043,1589,199,46769,49230
1044,1611,199,43087,45355
1045,1602,199,44304,46635
1046,1594,199,48764,51330
1047,1593,199,47552,50055
1048,1635,200,48778,51345
1049,1634,200,44313,46645
1050,1631,200,49846,52470
1051,1630,200,45387,47775
1052,1619,200,51158,53850
1053,1621,200,46697,49155
1054,1629,200,52221,54970
1055,1620,200,47766,50280
1056,1627,200,54231,57085
1057,1636,200,47771,50285
1058,1622,200,56611,59590
1059,1618,200,50141,52780
1060,1624,200,46759,49220
1061,1639,200,51219,53915
1062,1632,200,44313,46645
1063,1637,200,48773,51340
1064,1638,200,45387,47775
1065,1625,200,49846,52470
1066,1623,200,53599,56420
1067,1626,200,49144,51730
1068,1633,200,46697,49155
1069,1628,200,51158,53850
1070,1640,200,52221,54970
1071,1641,200,47766,50280
1072,1642,35,36101,37775
1073,1643,35,38106,39875
1074,1644,35,40469,42350
1075,1645,35,42475,44450
1076,1646,35,50401,52750
1077,1647,35,52311,54750
1078,1648,201,45255,48250
1079,1649,201,48207,51400
1080,1650,201,59738,63700
1081,1651,202,73138,77450
1082,1654,202,70778,74950
1083,1652,202,76678,81200
1084,1653,202,74318,78700
1085,1655,37,39243,41500
1086,1656,37,50205,53100
1087,1658,38,47037,50200
1088,1659,38,52563,56100
1089,1660,38,56777,60600
1090,1661,38,63707,68000
1091,1657,38,72323,77200
1092,1666,39,39496,41400
1093,1665,39,44456,46600
1094,1668,39,46364,48600
1095,1662,39,33199,34800
1096,1663,39,35393,37100
